word	count	sentence
lithium	1	Hydrogen, helium, and lithium are on the science chart.
locke's	1	John Locke's chair is big.
logan	1	The city has a big airport called Logan Airport.
lom	1	The capital city is Lomé.
londinium	1	A long time ago, the Romans built a city there and called it Londinium.
london's	1	London's clock is very tall.
longlegs	1	Some people call crane flies daddy longlegs.
lou	1	It is a short name with two parts: Lou and is.
louisiana	1	New Orleans is a big city in the state of Louisiana, in the United States.
louisville	1	It flows past many cities like Cincinnati and Louisville.
lsch	1	People in Cologne speak a special way called Kölsch.
luangwa	1	First, you go to a big park called South Luangwa.
lub-dub	1	You can hear a heart go lub-dub.
lucifer	1	In the Christian Bible, Satan was once an angel named Lucifer who thought he was as strong as God and was sent away from heaven.
lucy's	1	Lucy's uncle went to a special place.
ludo	1	Some games use a board, like Ludo.
lugdunum	1	A long time ago, Lyon was called Lugdunum.
lugus	1	They believed in many gods and goddesses, like Lugus and Cernunnos.
lukashenko	1	Belarus has a president named Alexander Lukashenko.
lulu's	1	She brushes Lulu's fur every morning.
lunches	1	Some lunches have noodles or rice.
lydia	1	The first coins were made in a place called Lydia a very long time ago.
lymph	1	Lymph is a liquid in the body.
ma	1	Some famous cellists are Yo-Yo Ma and Jacqueline du Pré.
maas	1	The city sits on a river called the Maas.
macos	1	Examples are Windows, macOS, Android, and Linux.
madeira	1	The country has islands in the ocean called the Azores and Madeira.
madison	1	Abraham Lincoln was tall, but James Madison was short.
madrasah	1	Tashkent has old buildings like a school called Kukeldash Madrasah and a pretty theater called Navoi Theater.
madrile	1	People who live there are called madrileños.
magandang	1	First, you say 'Magandang umaga' in Tagalog.
magellan's	1	Magellan's sailors were the first to sail all the way around the world.
maggot	1	A maggot is a baby fly.
magyar	1	The Hungarian name for the language is "Magyar." Hungarian is different from many other languages in Europe.
mahabaleshwar	1	Then, they go to the hills of Mahabaleshwar.
mahabharata	1	Krishna was a real person who fought in a big war called the Mahabharata.
mahadeva	1	People pray to Shiva and call him by many names, like Mahadeva, which means "great god." He is often shown with a snake around his neck and a trident in his hand.
maharaj	1	A long time ago, a famous king named Shivaji Maharaj lived there.
maia	1	He is the son of a big god named Zeus and a mother named Maia.
mainz	1	Johannes Gutenberg worked in a city called Mainz in Germany.
majuro	1	The capital city is called Majuro.
makkah	1	If you go to Makkah, you can see the Kaaba.
mal	1	The capital city is called Malé.
malaysia's	1	Malaysia's big city is Kuala Lumpur.
malu	1	The boys' tattoo is called Pe'a, and the girls' tattoo is called malu.
manama	1	The biggest city is Manama.
manaus	1	Big ships can travel on the river all the way to the city of Manaus in Brazil.
mandalas	1	Mahayana mandalas have many bright colors and sharp lines.
mandolins	1	I see two mandolins in the music room.
manipur	1	This place has seven states that are called the "seven sister states.Their names are Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, and Tripura.
manitoba	1	There are two lakes in Manitoba.
mans	1	The most famous endurance race is the 24 Hours of Le Mans in France.
manyatta	1	The women build houses called Manyatta.
manzoni	1	Dante Alighieri wrote a long poem called The Divine Comedy." Another important writer is Alessandro Manzoni, who wrote a story called "The Betrothed." Many Italian writers have won a big prize called the Nobel Prize for their stories and poems.
mao	1	In modern times, China became the People's Republic of China, led by Mao.
maputo	1	The capital city is Maputo.
mardi	1	Haiti has many holidays, and the biggest one is called Mardi Gras.
marhaba	1	I say 'marhaba'.
marin	1	It goes over the water from San Francisco to another place called Marin County.
mariner	1	The first one was Mariner 10, and the second one was MESSENGER.
marineris	1	Mars has a big canyon called Valles Marineris.
marinus	1	A man named Saint Marinus built a small church on a mountain, and that became San Marino.
marius	1	A man named Simon Marius found it a long time ago.
marmora	1	The highest mountain is Punta La Marmora.
marmots	1	Many animals live in the Alps, like ibex, goats, and marmots.
marthinus	1	The city was started a long time ago by a man named Marthinus Pretorius.
marvel	1	Later, superheroes from Marvel and DC Comics became action figures.
marx's	1	Karl Marx's beard is long and white.
mashes	1	Your stomach mashes food into a soupy mix.
massif	1	It is called Tamu Massif.
mathew	1	A man named Mathew Brady took war pictures.
matisse	1	Another artist named Henri Matisse painted people dancing with bright colors.
mavericks	1	Dallas has sports teams like the Dallas Cowboys for football, the Dallas Mavericks for basketball, and the Texas Rangers for baseball.
mckinley	1	Some people call it Mount McKinley too.
mecca's	1	Mecca's big mosque has a flat roof.
medell	1	Other big cities are Medellín, Cali, and Cartagena.
medusa's	1	The shield has Medusa's head on it.
meenakshi	1	Many people visit Madurai to see a big, beautiful temple called Meenakshi Amman Temple.
meghalaya	1	This place has seven states that are called the "seven sister states.Their names are Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, and Tripura.
meghna	1	Bangladesh has big rivers like the Padma and Meghna.
melekeok	1	The capital city used to be Koror, but now it is Melekeok.
mellon	1	Mellon gave money and art to help start the museum.
memphis	1	Many cities sit next to it, like Memphis.
mendeleev's	1	This is Dmitri Mendeleev's picture.
merhaba	1	If you want to learn Turkish, first learn some easy words like 'merhaba' for hello.
merlion	1	A merlion is a statue in Singapore, but a real lion lives in Africa.
methodism	1	Protestantism is to Martin Luther as Methodism is to John Wesley.
methodius	1	Long ago, two men named Cyril and Methodius made an early version of this alphabet.
metrocard	1	If you want to ride the New York City subway, first buy a MetroCard.
metroplex	1	It is part of a group of cities called the Metroplex.
mid-autumn	1	People in China have a holiday called the Mid-Autumn Festival.
midgard	1	The world where people live is called Midgard.
miftah	1	It is “miftah”.
mila's	1	Mila's grandma told her stories about old people.
millennium	1	You can see a big park by the lake called Millennium Park.
milwaukee	1	A long time ago, people called the lake "great water."Many people live near the lake in Chicago and Milwaukee.
minuses	1	Plus and minus pull together, but two pluses or two minuses push apart.
mir	1	Other space stations were Skylab and Mir.
miranda	1	The five biggest moons are Miranda, Ariel, Umbriel, Titania, and Oberon.
miriam	1	He had one sister named Miriam.
miro	1	Some famous dream artists were Salvador Dali and Joan Miro.
mirza	1	Some famous Urdu poets are Mirza Ghalib and Muhammad Iqbal.
misha	1	Misha visited the big red building with his dad.
miskito	1	Some people speak other languages like Miskito or English Creole.
miyajima	1	Near Hiroshima is a small island called Miyajima.
mizoram	1	This place has seven states that are called the "seven sister states.Their names are Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, and Tripura.
mm-hmm	1	Mm-hmm, so sweet!
mmmm	1	I hear my sister say "mmmm" when she eats a delicious cookie.
mohawk	1	These tribes were the Mohawk, Oneida, Onondaga, Cayuga, and Seneca.
mohenjo-daro	1	Mohenjo-daro, Harappa, and Dholavira are old cities.
molly	1	Molly learned to tie her shoes all by herself.
mons	1	It has the biggest mountain in the whole solar system, called Olympus Mons.
monterey	1	You can see kelp in some aquariums, like the big one in Monterey.
moonwalk	1	He moved his feet in a bumpy, quick way called the moonwalk.
moorea	1	Other islands have pretty names like Bora Bora and Moorea.
moray	1	A fish called a moray eel even has two sets of jaws.
moroni	1	The capital city is Moroni.
mqi	1	The biggest city is called Ürümqi, and it is very far from any ocean.
mrt	1	People call it the MRT.
mtkvari	1	Many rivers flow through Georgia, and the biggest one is the Mtkvari.
mtr	1	The MTR trains in Hong Kong make a soft whoosh sound.
mtv	1	Some TV channels like MTV play music videos all day.
muay	1	It is also called Muay Thai.
mubarak	1	She hugged her mom and said, "Eid Mubarak!"
murga	1	In Uruguay, people sing and play drums in groups called murga.
murres	1	Some birds are puffins, murres, and razorbills.
murrumbidgee	1	Many rivers join the Murray, like the Darling and the Murrumbidgee.
mustafa	1	Then a man named Mustafa Kemal Atatürk changed the letters to the ones we use in English.
naismith	1	The game was invented by James Naismith in 1891.
namib	1	The country is very dry and has a big desert called the Namib Desert.
nanna	1	Some kids call them nanna, papa, or other sweet names.
naples	1	It is in Italy, near a city called Naples.
narnia	1	Lily loved to read about the magical land of Narnia.
narodnaya	1	The tallest part is called Mount Narodnaya.
nascar	1	NASCAR races use cars that look like regular cars but are made for racing.
nasdaq	1	Others are on computers, like the NASDAQ.
nashville	1	The city of Nashville, Tennessee is a big place for country music.
nastaliq	1	When they write Urdu, they use different pretty letters called Nastaliq.
nata	1	She ate a sweet cake called pastel de nata.
navoi	1	Tashkent has old buildings like a school called Kukeldash Madrasah and a pretty theater called Navoi Theater.
naypyidaw	1	The capital city is Naypyidaw.
ncipe	1	If you visit São Tomé and Príncipe, you will see beautiful beaches.
nebraska	1	It flows east and then south through many states like North Dakota, South Dakota, Iowa, Nebraska, Missouri, and Kansas.
nee	1	Some words are easy: "ja" means yes, and "nee" means no.
neem	1	An ashoka tree, a mango tree, and a neem tree are all trees.
neeps	1	In some places, people call big turnips neeps or swedes.
nessie	1	Last, you look for the monster Nessie.
nessus	1	Two famous centaurs are Chiron and Nessus.
neva	1	First, you walk along the Neva River.
newfoundlanders	1	Many people live there, and they are called Newfoundlanders.
newt's	1	First, the newt's body starts to heal the spot.
ngo	1	A nonprofit can also be called an NGO when it works on big world problems.
ngorongoro	1	The Serengeti also has a big hole in the ground called Ngorongoro Crater, where many animals live.
nhi	1	Long ago, two sisters named Trung Trac and Trung Nhi led a fight to chase away the Chinese ruler.
nhl	1	The best players play in the NHL, which has 32 teams.
niamey	1	The capital city is Niamey.
nice-touch	1	A nice-touch game is fun.
nicol	1	Badminton player Lee Chong Wei and squash player Nicol David are famous athletes from Malaysia.
nicosia	1	The capital city is Nicosia.
nikolaevich	1	For example, a boy named Ivan whose father is Nikolai might be called Ivan Nikolaevich.
nikolai	1	For example, a boy named Ivan whose father is Nikolai might be called Ivan Nikolaevich.
nimali	1	A little girl named Nimali speaks Sinhala at home.
nine-ball	1	There are many kinds of pool games, like eight-ball and nine-ball.
nino	1	The Spanish language has the sound 'ny' in 'nino', but the French language does not.
nissart	1	Some people there speak a different language called Nissart.
nits	1	Nits are stuck to hair and are hard to take off.
nix	1	The other moons are named Nix, Hydra, Kerberos, and Styx.
nnn	1	My friend says 'nnn' for N.
noah's	1	We learn stories from the Bible like Noah's ark.
non-breakable	1	If a toy is non-breakable, it will not break.
non-formal	1	Non-formal education is for people not in school.
non-living	1	Living things can grow, but non-living things cannot.
non-sticky	1	If something is non-sticky, it does not stick.
non-stop	1	You see it on signs like non-stop or non-toxic.
non-toxic	1	You see it on signs like non-stop or non-toxic.
nonfiction	1	Fiction and nonfiction are both types of writing.
norman	1	Some famous architects are Frank Lloyd Wright and Norman Foster.
nosey	1	A busy-body is a nosey person.
nostradamus	1	A famous prophet named Nostradamus lived many years ago.
not-fun	1	A park is a fun place, but a hospital is a not-fun place.
not-happy	1	Awesome is a happy word, but yucky is a not-happy word.
not-ready	1	A ready cake is soft, but a not-ready cake is wet.
not-so-good	1	It can also be a not-so-good thing, like biting your nails.
notwane	1	Gaborone sits next to a river called the Notwane.
nouakchott	1	The biggest city and capital is Nouakchott.
novak	1	A famous tennis player from Serbia is Novak Djokovic.
nstika	1	The ones that believe in the Vedas are called stika, and the ones that do not are called nstika.
nuuk	1	The capital city is called Nuuk.
ny	1	The Spanish language has the sound 'ny' in 'nino', but the French language does not.
o'hare	1	Many airplanes fly in and out of O'Hare Airport, one of the busiest in the world.
oberon	1	The five biggest moons are Miranda, Ariel, Umbriel, Titania, and Oberon.
obrigada	1	She says 'obrigada' and I understand it means 'thank you'.
occator	1	Ceres has a big hole called Occator that has shiny white salt inside.
occitan	1	People in Catalonia speak Catalan, Spanish, and a little Occitan.
oddi	1	The name Edda might come from a place called Oddi, where the writers lived.
officinalis	1	The kind people eat is called "Asparagus officinalis." It is a vegetable that comes up in spring.
oh-la	1	It sounds like "oh-la" and means the same as "hello." You can hear it in places where people speak Spanish, like Spain or Mexico.
ojibwe	1	The Ojibwe people call it Gitchigume.
okavango	1	There is also a special place called the Okavango Delta where water and animals are found.
okeechobee	1	In the middle of Florida is a very big, shallow lake called Lake Okeechobee.
okonomiyaki	1	People in Osaka eat special foods like okonomiyaki and takoyaki.
okuni	1	A woman named Izumo no Okuni started kabuki in 1603.
ole	1	People there put on shows at a place called the Grand Ole Opry.
olmecs	1	Long ago, people called the Olmecs, Mayans, and Aztecs lived there.
omsk	1	Most people in Siberia live in big cities like Novosibirsk, Omsk, and Krasnoyarsk.
one-and-twenty	1	Numbers in German are said backwards, like "one-and-twenty" for 21.
one-year-old	1	A one-year-old baby may not talk, but it can say one or two words.
oneida	1	These tribes were the Mohawk, Oneida, Onondaga, Cayuga, and Seneca.
onondaga	1	These tribes were the Mohawk, Oneida, Onondaga, Cayuga, and Seneca.
ooh	1	People watch it and say 'ooh' and 'aah'.
oprah	1	A famous one is the show with Oprah Winfrey, where she talked to many different people.
opry	1	People there put on shows at a place called the Grand Ole Opry.
org	1	The address often starts with 'www' and ends with something like '.com' or '.org'.
orizaba	1	The highest mountain is Pico de Orizaba.
oruro	1	There is a big festival in Oruro with music and dancing.
orville	1	The first person to fly a plane with a motor was Orville Wright in 1903.
os	1	People who live there are called madrileños.
osaka-ben	1	They also speak a different way of talking called Osaka-Ben.
oscar	1	It is also called the Oscar.
oshun	1	She shows him a small statue of Oshun, the goddess of rivers.
oui	1	For example, the French word for 'yes' is 'oui', which sounds like 'we'.
oxfam	1	Some examples are Oxfam and World Vision.
oxford	1	People call it the "Oxford of the East" because so many students go there to learn.
ozama	1	The city sits where the Ozama River meets the sea.
padma	1	Bangladesh has big rivers like the Padma and Meghna.
padres	1	San Diego also has a baseball team called the San Diego Padres.
page's	1	The page's corner is bent.
pahoehoe	1	Other lava is thin and flows faster, like pahoehoe, which looks like twisted rope.
painting's	1	The painting's colors are bright.
pakistani	1	Cumin is used a lot in Indian and Pakistani cooking.
pali	1	Theravada Buddhists follow the Pali Canon, the earliest Buddhist texts.
palikir	1	The capital city is Palikir.
palma	1	There are seven big islands: La Palma, La Gomera, El Hierro, Tenerife, Gran Canaria, Lanzarote, and Fuerteventura.
palmeiras	1	Football is very popular, and there are big teams like Corinthians, Palmeiras, and São Paulo.
panthalassa	1	A huge ocean called Panthalassa was all around it.
pao	1	Some well-known dishes are Kung Pao chicken and Twice Cooked Pork.
parano	1	There are big roads and a large lake called Lake Parano.
parvati	1	Ganesha is the son of Shiva and Parvati.
parvati's	1	Some stories say she came from the goddess Parvati's anger.
pashto	1	People in Afghanistan speak Dari and Pashto.
pastelito	1	Last, you eat a sweet treat called a pastelito.
pastizzi	1	Last, you eat a sweet pastry called pastizzi.
patroclus	1	His friend Patroclus stood beside him.
pattaya	1	Some famous places are Ko Samui, Pattaya, and Hua Hin.
pe'a	1	The boys' tattoo is called Pe'a, and the girls' tattoo is called malu.
peacemaker	1	A peacemaker helps people stop fighting.
peking	1	Long ago, people called it Peking.
pen's	1	The pen's cap is red.
pencil's	1	The pencil's point is small.
penelope	1	Finally, he gets home and finds his wife Penelope waiting for him.
penn	1	Later, a man named William Penn started a place for people to live.
pepys	1	Long ago, a man named Samuel Pepys wrote a diary about the big fire in London.
percy	1	A man named Percy Spencer found out about this when a candy bar in his pocket melted while he was working with radio waves.
perro	1	In another language, people say "perro" for the same furry friend.
perry	1	Some pop stars you might know are Ariana Grande, Katy Perry, and Lady Gaga.
persians	1	Many different groups ruled Central Asia, like the Persians, Arabs, Mongols, and Russians.
peso	1	The money used in Chile is called the peso.
pesse	1	A very old boat was made from a tree trunk and is called the Pesse Canoe.
pest	1	The city has two parts, Buda and Pest, with a big river called the Danube flowing between them.
petl	1	Some mountains are volcanoes, like Popocatépetl.
petrel	1	Bermuda has bats, a bird called the Bermuda Petrel, and a lizard called the Bermuda Rock Skink.
petrograd	1	During a big war, it was called Petrograd.
phantom	1	People can hike down to the bottom and stay at a place called Phantom Ranch.
pharos	1	Long ago, a famous lighthouse was on an island called Pharos.
pheidippides	1	A man named Pheidippides ran a long way to tell people good news.
philippe	1	Later, a doctor named Philippe Pinel took away the chains and made them nicer.
phobos	1	Mars has two tiny moons named Phobos and Deimos.
phoenicia's	1	Phoenicia's ships were strong on the sea.
phoenician	1	The Phoenician people lived there.
piaget	1	A man named Jean Piaget studied how children's brains grow and learn as they get older.
pico	1	The highest mountain is Pico de Orizaba.
pierre-auguste	1	Other impressionist painters include Pierre-Auguste Renoir, Edgar Degas, and Mary Cassatt.
piggie	1	I read a book about a funny character called Piggie.
pinel	1	Later, a doctor named Philippe Pinel took away the chains and made them nicer.
pinky	1	Some people call the little finger a pinky.
pip's	1	At night, she covers Pip's cage with a soft cloth.
piring	1	Indonesia has many different groups of people and many kinds of dances, like the Piring dance from West Sumatra.
pizarro	1	The city was started a long time ago by a man named Francisco Pizarro.
pledge	1	Last, they say the Pledge of Allegiance.
pleeease	1	A please can be long like pleeease when you want something very much.
plitvice	1	The Plitvice Lakes are famous lakes with pretty waterfalls.
plov	1	They like to drink black tea and eat a rice dish called plov.
polydectes	1	When Perseus grew up, a king named Polydectes sent him to kill a monster called Medusa.
polynesia's	1	Polynesia's islands are small and green.
popocat	1	Some mountains are volcanoes, like Popocatépetl.
porto-novo	1	The capital city is Porto-Novo, but the biggest city is Cotonou.
portuguese's	1	Portuguese's sounds are fun to copy.
potala	1	In Lhasa, there are special buildings where people go to pray, like the Potala Palace.
pounamu	1	Some people call it Te Wai Pounamu.
pradesh	1	This place has seven states that are called the "seven sister states.Their names are Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, and Tripura.
prado	1	Madrid has many old buildings, like the Royal Palace and the Prado Museum.
prague's	1	Some children might see pictures of Prague's pretty clock tower or stone bridge.
praia	1	The capital city is Praia.
prelude	1	The biggest ship in the world is called the "Prelude".
preschools	1	It happens in places like preschools and kindergartens.
pretorius	1	The city was started a long time ago by a man named Marthinus Pretorius.
preview	1	A preview is when you see a little bit of a movie before it starts.
priestley	1	A long time ago, a man named Joseph Priestley found that rubber could rub out pencil marks on paper.
problem-solver	1	A problem-solver is a person who fixes things.
prosphora	1	Last, they share a special bread called prosphora.
protea	1	South Africa has a flower called a protea with big, pink, spiky petals.
providence	1	The capital city is Nassau, on an island called New Providence.
proxima	1	The small star is called Proxima Centauri.
prussia	1	Catherine the great was born in a country called Prussia, but she went to Russia.
psalms	1	Many of his songs are in the book of Psalms.
pssst	1	I open the coke and it goes pssst.
ptolemy	1	A long time ago, a man named Ptolemy wrote about it.
pudu	1	The country has many animals like the puma, guanaco, and pudu deer.
pula	1	The money in Botswana is called the pula, which means rain.
pulaar	1	Some people also speak other languages like Wolof and Pulaar.
pumpernickel	1	People use rye to make flour for bread, like a dark bread called pumpernickel.
punta	1	The highest mountain is Punta La Marmora.
pusa	1	For example, 'pusa' means kitten, and 'pusath' means kitten also.
pusath	1	For example, 'pusa' means kitten, and 'pusath' means kitten also.
push-push	1	Blood pumps with a push-push beat from my heart.
pushkaram	1	Every twelve years, there is a big fair called Pushkaram next to the river.
putin	1	The current president is Vladimir Putin.
pvs	1	In some places, people call them PVs, which is short for "Promotional Video."
pygmy	1	The pygmy marmoset is a very tiny monkey.
qi	1	Some Taoists believe in gods and heaven, while others just focus on the Tao and the energy called Qi that moves through everything.
qing	1	The last dynasty was the Qing dynasty.
qinhuai	1	She walked along the Qinhuai River and watched colorful boats.
qsl	1	Operators try to talk to many people and send each other postcards called QSL cards.
quadricep	1	I can name three big muscles: the bicep, the tricep, and the quadricep.
quark	1	An electron and a quark are both tiny pieces of matter.
quetzalcoatlus	1	The biggest one, Quetzalcoatlus, had wings as wide as a big house.
quiet's	1	The quiet's gentle hum fills the room.
quiet-time	1	The quiet-time corner is for reading.
quipu	1	Last, another person read the quipu to know the number.
quipus	1	So they used knotted strings called quipus to count things.
quixote	1	A famous story tells about a man named Don Quixote who thought windmills were giants and tried to fight them.
quoll	1	Rare animals live there, like the Tasmanian devil and the eastern quoll.
quolls	1	There are also small meat-eating animals called quolls.
r's	1	The three R's are Reduce, Reuse, and Recycle.
ra-bin-dra-nath	1	You say it as Ra-bin-dra-nath Ta-gore.
rachel	1	Jacob worked for his uncle so he could marry a woman named Rachel.
radiohead	1	Some bands that play rock music are Nirvana, Radiohead, and Coldplay.
raffles	1	Singapore was started as a trading place by a man named Stamford Raffles.
ramblas	1	First, you walk down a big street called Las Ramblas.
ramones	1	Bands like The Ramones played punk rock.
raps	1	A person who raps is called a rapper.
raptors	1	There are sports teams like the Toronto Raptors for basketball.
rat-a-tat-tat	1	It made a loud rat-a-tat-tat sound.
rat-tat-tat	1	A drum went rat-tat-tat in the American Revolution.
rebirth	1	The word 'Renaissance' means 'rebirth'.
redblacks	1	Some sports teams play in Ottawa, like the Ottawa Redblacks for football.
reform	1	Mahayana is to Buddhism as Reform is to Judaism.
reformation	1	The age of enlightenment, the Reformation, and the Age of Discovery are all important times in Europe.
reich	1	Later, some composers made music that repeats simple ideas over and over, like Steve Reich and Philip Glass.
remus	1	He had two baby boys named Romulus and Remus, and another son named Cupid.
rennes	1	The biggest city in Brittany is called Rennes.
republican	1	In the United States, many conservatives are in the Republican Party.
retrievers	1	Popular gun dogs are spaniels, golden retrievers, and labradors.
revolutions	1	The French Revolution, the American Revolution, and the Russian Revolution are all revolutions.
reykjav	1	People live in small towns, and the biggest town is Reykjavík.
reykjavik	1	The capital city is Reykjavik.
rhodes	1	Many islands are in this sea, like Crete and Rhodes.
rhodesia	1	Zambia used to be called Northern Rhodesia.
richard	1	Some famous rock and roll singers were Elvis Presley, Chuck Berry, and Little Richard.
rihanna	1	The singer Rihanna is also from Barbados.
rijn	1	The artist Rembrandt van Rijn made it.
rila	1	If you visit Bulgaria, you can see the Rila Monastery.
rima	1	My friend Rima is from Bangladesh.
riya	1	Riya lives in Rajasthan, a hot and sunny place.
rk	1	Then a man named Mustafa Kemal Atatürk changed the letters to the ones we use in English.
rmqi	1	Today, people can visit big cities like rmqi, which is very far from the sea.
roald	1	The first people to reach the South Pole were from Norway, led by Roald Amundsen, in 1911.
rochester	1	The state has other cities like Buffalo, Rochester, Syracuse, and Albany.
rockies	1	They are also called the Rockies.
rodin	1	A man named Auguste Rodin made this statue a long time ago.
rogers	1	The most famous ballroom dancers were Fred Astaire and Ginger Rogers, but they danced in movies.
rojin	1	A Kurdish girl named Rojin lives in a small village.
rojo	1	Do you know 'rojo'?
romance	1	They are called Romance languages.
romansh	1	People in Switzerland speak four languages: German, French, Italian, and Romansh.
romulus	1	He had two baby boys named Romulus and Remus, and another son named Cupid.
rosary	1	They pray using beads called a Rosary.
roseau	1	The capital city is Roseau.
rotte	1	The city got its name from a dam built across the river Rotte a long time ago.
roy	1	Artists like Andy Warhol and Roy Lichtenstein made pop art.
rubens	1	A Rembrandt is an old painted picture, like the ones by Rubens.
rudolf	1	It was invented by a man named Rudolf Diesel a long time ago.
rumi's	1	This is the rumi's water.
rumpelstiltskin	1	The book has many famous stories like Snow White, Hansel and Gretel, and Rumpelstiltskin.
rus	1	Ukraine means 'borderland'.Long ago, a powerful state called Kyivan Rus was in this land.
russia's	1	Russia's flag is white, blue, and red.
sa	1	First, walk by the Saône River.
sagittarius	1	Our own galaxy has a huge black hole at its center called Sagittarius A*.
salamat	1	He says "Salamat" when he wants to say thank you.
salyut	1	The first space station was called Salyut 1.
samarkand	1	Bukhara and Samarkand are very old cities with pretty buildings.
samia	1	The president is Samia Suluhu Hassan.
samothrace	1	There are famous statues like the Winged Victory of Samothrace.
samsung	1	South Korea makes phones and TVs from Samsung.
samui	1	Some famous places are Ko Samui, Pattaya, and Hua Hin.
sango	1	People there speak French and a language called Sango.
sao	1	Sao Paulo is a big city in Brazil.
sapa	1	They had a king called the Sapa Inca.
sardinian	1	People in Sardinia speak Italian and Sardinian.
sargasso	1	The Sargasso Sea has brown algae that float on water.
sarnia	1	Sarnia is a small city on Lake Huron.
savai'i	1	It has two big islands called Upolu and Savai'i.
sax	1	It was made by a man named Adolphe Sax.
schiphol	1	The city has a big airport called Schiphol.
schoenberg	1	Arnold Schoenberg made music that did not sound like a key.
schwarzenegger	1	Arnold Schwarzenegger is a famous bodybuilder.
scottie	1	There are many types of terriers, like the Scottie.
seahawks	1	People in Seattle like the Seahawks.
second's	1	Ramesses the Second's crown was very tall.
self-attack	1	Sometimes the body's defense system gets confused and attacks your own body, which is called a self-attack disease.
seneca	1	These tribes were the Mohawk, Oneida, Onondaga, Cayuga, and Seneca.
serekunda	1	Many people live in the cities of Serekunda and Brikama.
setswana	1	They speak two languages: Setswana and English.
sfo	1	San Francisco has a big airport called SFO.
sh	1	I hear sounds like 'ch' and 'sh'.
shah	1	A king named Shah Jahan built it for his wife.
shakespeare's	1	She said William Shakespeare's words are still fun.
shalimar	1	People visit the Shalimar Gardens too.
shandong	1	It is in a place called Shandong.
shaniwar	1	First, you go to the Shaniwar Wada fort.
sharm	1	Some towns by the Red Sea are Sharm el-Sheikh, Eilat, and Hurghada.
sharpness	1	Sourness and sharpness are tastes that make you pucker.
shatt	1	Basra sits near a wide river called the Shatt al-Arab.
shelly	1	Tom has a red-eared slider named Shelly.
sherman	1	The biggest tree in the world is a redwood named General Sherman Tree.
sherpa	1	The Sherpa people live near the mountain.
sherwood	1	He lives in a big forest called Sherwood with his friends.
shihuang	1	Then, a leader named Qin Shihuang made the first big empire.
shimin	1	Wu Zetian, Li Shimin, and Gaozu are rulers of the Tang dynasty.
shiraz	1	I want to visit the beautiful city of Shiraz.
shirt's	1	The shirt's color is blue.
shivaji	1	A long time ago, a famous king named Shivaji Maharaj lived there.
shkhara	1	The highest mountain is Mount Shkhara.
shona	1	The people speak many languages, like Shona and Ndebele.
shop's	1	The shop's window is big.
shower's	1	The shower's water is warm.
shrimp's	1	A shrimp's heart is inside its head.
shukriya	1	In the Hindustani language, you say 'shukriya' for thank you.
siachen	1	Some of the glaciers are very long, like the Siachen Glacier.
siddhartha	1	It comes from a man named Siddhartha Gautama, who is called the Buddha." The Buddha taught people how to be happy and stop feeling sad.
side's	1	The team that makes the ball touch the other side's sand wins a point.
sikkim	1	Sometimes Sikkim is also counted.
sim	1	Simón Bolívar helped the country become free.
simba	1	In Swahili, 'simba' means lion.
simbel	1	You can see his statue in Egypt, at Abu Simbel.
simon	1	A man named Simon Marius found it a long time ago.
simpson	1	If Homer Simpson eats too many donuts, he gets a big belly.
sinbad	1	One famous story is about a man named Sinbad who goes on many adventures on a ship.
sine	1	A logarithm, a sine, and a cosine are all math things.
sinensis	1	The leaves come from a plant called Camellia sinensis.
singapore's	1	Singapore's buildings are so tall and bright.
sinhalese	1	The people are mostly Sinhalese, who speak Sinhala and are Buddhist.
sipho	1	A little Zulu boy named Sipho danced with his family.
sistine	1	The most famous painted ceiling is in a big church called the Sistine Chapel.
sit-ups	1	Push-ups, sit-ups, and jumping are exercises you can do without toys.
sixty-one	1	It comes after fifty-nine and before sixty-one.
skank	1	The guitar plays a sound called a "skank" on the off-beat.
skylab	1	Other space stations were Skylab and Mir.
sleeveless	1	A shirt without sleeves is called sleeveless.
sleipnir	1	Odin rides a horse with eight legs called Sleipnir.
slide's	1	Look at the slide's legs.
slovaks	1	Some Slavs are called Russians, Poles, Ukrainians, Czechs, Slovaks, and many other names.
smiljan	1	He was born in a place called Smiljan.
sn	1	It's called SN 1987A.
snailfish	1	Scientists keep finding new kinds of deep-sea fish, like the Mariana snailfish.
sneezy	1	Some people get sneezy because of tiny bits from plants called pollen.
snoop	1	Many singers use short, fun names like Snoop Dogg or Eminem.
snowdon	1	Wales has high mountains, like Snowdon, which is the tallest.
snowy's	1	Every day she brushed Snowy's soft mane.
sobek	1	Horus was a good friend of Sobek, another god.
sobers	1	Cricket is the national sport, and famous players like Sir Garfield Sobers come from there.
soldier's	1	You might see one on a soldier's jacket or around the neck of a winner at a race.
solovetsky	1	The White Sea has many small islands, and the biggest group is called the Solovetsky Islands.
somalis	1	People from Somalia are called Somalis.
something-box	1	A something-box is a box with something in it.
sonars	1	Two sonars are more than one.
songhay	1	People from different groups live there, like the Songhay and Tuareg.
soprano	1	The highest voice is soprano, then alto, then tenor, then bass.
