lemma	category	source
pot	object	llm
pour	action	llm
powder	object	llm
pray	action	llm
president	job	llm
press	action	llm
pretend	action	llm
priest	job	llm
princess	other	llm
private	concept	llm
prize	object	llm
process	concept	llm
promise	action	llm
protect	action	llm
proud	feeling	llm
puddle	nature	llm
puff	action	llm
pull	action	llm
pump	tool	llm
pumpkin	food	llm
puppet	toy	llm
puppy	animal	llm
purr	sound	llm
push	action	llm
puzzle	toy	llm
pyjama	clothing	llm
pyramid	place	llm
queen	other	llm
quietly	manner	llm
rabbit	animal	llm
race	action	llm
racket	tool	llm
rainbow	nature	llm
raincoat	clothing	llm
raise	action	llm
rattle	toy	llm
raw	property	llm
ray	nature	llm
reach	action	llm
recipe	other	llm
record	object	llm
rectangle	property	llm
recycle	action	llm
refrigerator	object	llm
region	place	llm
remind	action	llm
remote	object	llm
remove	action	llm
respect	concept	llm
rest	action	llm
revolution	concept	llm
rex	name	llm
rid	action	llm
ripe	property	llm
rise	action	llm
roar	sound	llm
rob	action	llm
robe	clothing	llm
robot	toy	llm
rocky	property	llm
role	concept	llm
roll	action	llm
roman	culture	llm
roof	object	llm
root	plant	llm
rope	object	llm
rose	plant	llm
rough	property	llm
round	property	llm
rug	object	llm
rumble	sound	llm
runner	other	llm
runny	property	llm
rust	property	llm
rusty	property	llm
safely	manner	llm
safety	property	llm
sail	action	llm
sale	concept	llm
salty	property	llm
sam	name	llm
sand	nature	llm
sandbox	toy	llm
sandcastle	object	llm
sandcastles	object	llm
sandy	property	llm
sarah	name	llm
sauce	food	llm
save	action	llm
scale	object	llm
scar	body	llm
scare	feeling	llm
scarf	clothing	llm
scary	feeling	llm
scene	concept	llm
scissor	tool	llm
scooter	toy	llm
score	action	llm
scratch	action	llm
scratchy	property	llm
screen	object	llm
scrub	action	llm
seal	animal	llm
seat	object	llm
secret	feeling	llm
seek	action	llm
seem	action	llm
seesaw	toy	llm
seller	job	llm
separate	action	llm
serious	property	llm
sew	action	llm
shade	nature	llm
shadow	nature	llm
shake	action	llm
shakespeare	name	llm
shaman	job	llm
shampoo	object	llm
shape	property	llm
sharp	property	llm
shed	object	llm
sheet	object	llm
shelf	object	llm
shell	nature	llm
shia	religion	llm
shield	tool	llm
shin	body	llm
shine	action	llm
shiny	property	llm
shiver	action	llm
shoot	action	llm
shopkeeper	other	llm
shore	nature	llm
shoulder	body	llm
shout	action	llm
shovel	tool	llm
shut	action	llm
shy	feeling	llm
sickness	feeling	llm
side	other	llm
sidewalk	place	llm
sideways	manner	llm
sight	body	llm
sign	object	llm
signal	object	llm
silent	property	llm
silk	material	llm
silly	feeling	llm
since	time	llm
single	property	llm
sink	object	llm
sip	action	llm
siren	sound	llm
site	place	llm
sixty	other	llm
size	property	llm
skip	action	llm
skull	body	llm
sky	nature	llm
sleepy	feeling	llm
sleeve	clothing	llm
slice	action	llm
slide	toy	llm
slimy	property	llm
slip	action	llm
slippery	property	llm
slowly	manner	llm
smell	action	llm
smile	feeling	llm
smoky	property	llm
smooth	property	llm
snack	food	llm
snail	animal	llm
snap	action	llm
sneeze	action	llm
sniff	action	llm
snowball	toy	llm
snowman	object	llm
soap	object	llm
soapy	property	llm
soccer	action	llm
social	concept	llm
sock	clothing	llm
soda	food	llm
sofa	object	llm
soft	property	llm
softly	manner	llm
soldier	other	llm
solve	action	llm
someday	time	llm
somewhere	place	llm
sore	feeling	llm
sort	action	llm
sour	property	llm
source	concept	llm
southeast	place	llm
spaceship	object	llm
sparkle	property	llm
speaker	object	llm
spear	tool	llm
spell	action	llm
spicy	property	llm
spider	animal	llm
spill	action	llm
spin	action	llm
splash	action	llm
sponge	object	llm
spoon	object	llm
spot	property	llm
spray	action	llm
spread	action	llm
square	property	llm
squeak	sound	llm
squeeze	action	llm
squirrel	animal	llm
squishy	property	llm
stack	object	llm
stage	place	llm
stair	object	llm
stamp	object	llm
standard	concept	llm
statue	object	llm
steady	property	llm
steal	action	llm
steep	property	llm
stem	plant	llm
step	action	llm
stethoscope	tool	llm
stick	object	llm
sticker	toy	llm
sticky	property	llm
stiff	property	llm
stinky	property	llm
stir	action	llm
stomach	body	llm
stone	object	llm
stool	object	llm
storybook	object	llm
straight	property	llm
strange	property	llm
straw	object	llm
strawberry	food	llm
stream	nature	llm
stretch	action	llm
stretchy	property	llm
string	object	llm
strip	action	llm
stripe	property	llm
stuff	concept	llm
subtract	action	llm
suit	clothing	llm
sum	other	llm
sunflower	plant	llm
sunlight	nature	llm
sunni	religion	llm
sunny	weather	llm
sunset	nature	llm
super	property	llm
superhero	other	llm
surface	nature	llm
surfboard	tool	llm
surprise	feeling	llm
sushi	food	llm
sweat	body	llm
sweater	clothing	llm
sweep	action	llm
sweetie	feeling	llm
swimmer	other	llm
swimsuit	clothing	llm
swing	toy	llm
swish	sound	llm
switch	action	llm
sword	object	llm
symbol	concept	llm
syrup	food	llm
tablet	object	llm
tag	object	llm
tail	body	llm
tale	other	llm
tame	property	llm
tank	object	llm
tap	object	llm
tape	tool	llm
task	concept	llm
taste	action	llm
tasty	property	llm
teaching	action	llm
tear	body	llm
teddy	toy	llm
teeth	body	llm
temple	place	llm
tent	object	llm
term	concept	llm
tesla	name	llm
theater	place	llm
thermometer	tool	llm
thick	property	llm
thief	other	llm
thin	property	llm
thinker	job	llm
third	other	llm
thirsty	feeling	llm
thirty	other	llm
thomas	name	llm
throat	body	llm
throne	object	llm
thud	sound	llm
thumb	body	llm
thump	sound	llm
thunder	weather	llm
tick	sound	llm
tickle	action	llm
tidy	action	llm
tie	action	llm
tight	property	llm
timer	tool	llm
tin	object	llm
tiny	property	llm
tip	object	llm
tire	object	llm
toad	animal	llm
toast	food	llm
toe	body	llm
tom	name	llm
tongue	body	llm
toothbrush	tool	llm
top	property	llm
torch	object	llm
touch	action	llm
toward	time	llm
towel	object	llm
tower	place	llm
trace	action	llm
track	place	llm
tractor	object	llm
traditional	concept	llm
trail	nature	llm
trash	object	llm
tray	object	llm
treasure	object	llm
treat	action	llm
treehouse	place	llm
trick	action	llm
tricky	property	llm
trouble	feeling	llm
trouser	clothing	llm
truly	manner	llm
trumpet	object	llm
trunk	body	llm
trust	feeling	llm
truth	concept	llm
tub	object	llm
tube	object	llm
tummy	body	llm
tune	sound	llm
tunnel	place	llm
turtle	animal	llm
twice	quantity	llm
twinkle	action	llm
underground	place	llm
uniform	clothing	llm
unite	action	llm
upset	feeling	llm
useful	property	llm
valley	nature	llm
value	concept	llm
vet	other	llm
view	other	llm
vinci	name	llm
vinegar	food	llm
violin	object	llm
visitor	other	llm
voice	sound	llm
vote	action	llm
wag	action	llm
wallet	object	llm
walt	name	llm
warmth	feeling	llm
washington	name	llm
waterfall	nature	llm
watermelon	food	llm
wavy	property	llm
weed	plant	llm
weight	property	llm
wet	property	llm
whale	animal	llm
wheelchair	object	llm
whisker	body	llm
whisper	action	llm
whistle	sound	llm
whiteboard	object	llm
whole	property	llm
whoosh	sound	llm
wide	property	llm
width	property	llm
wiggle	action	llm
wild	property	llm
william	name	llm
windmill	object	llm
windy	weather	llm
wing	body	llm
winner	other	llm
wipe	action	llm
wire	object	llm
wise	property	llm
wolf	animal	llm
wonder	feeling	llm
wooden	property	llm
woof	sound	llm
wool	material	llm
worm	animal	llm
worry	feeling	llm
worth	concept	llm
wow	sound	llm
wrap	action	llm
yawn	action	llm
yay	sound	llm
yet	time	llm
yogurt	food	llm
yours	other	llm
yucky	feeling	llm
yummy	property	llm
zebra	animal	llm
zero	other	llm
zip	action	llm
zipper	clothing	llm
abstract	property	manual_v1
account	concept	manual_v1
analytical	property	manual_v1
contemporary	property	manual_v1
degree	concept	manual_v1
depression	feeling	manual_v1
dimension	concept	manual_v1
factor	concept	manual_v1
gun	object	manual_v1
incense	object	manual_v1
industrial	property	manual_v1
integrate	action	manual_v1
intellectual	property	manual_v1
non	other	manual_v1
nuclear	property	manual_v1
operation	action	manual_v1
ottoman	culture	manual_v1
periodic	property	manual_v1
pre	other	manual_v1
shot	object	manual_v1
slave	concept	manual_v1
stock	concept	manual_v1
sue	action	manual_v1
tomb	object	manual_v1
transmit	action	manual_v1
turbine	object	manual_v1
altar	religion	manual_v2_suggest
blizzard	weather	manual_v2_suggest
broom	object	manual_v2_suggest
carpenter	job	manual_v2_suggest
chant	religion	manual_v2_suggest
cliff	nature	manual_v2_suggest
courage	concept	manual_v2_suggest
creek	nature	manual_v2_suggest
dawn	time	manual_v2_suggest
dock	place	manual_v2_suggest
dozen	quantity	manual_v2_suggest
dusk	time	manual_v2_suggest
eyelash	body	manual_v2_suggest
grateful	feeling	manual_v2_suggest
hairbrush	object	manual_v2_suggest
hip	body	manual_v2_suggest
iris	plant	manual_v2_suggest
knuckle	body	manual_v2_suggest
ladle	tool	manual_v2_suggest
lantern	culture	manual_v2_suggest
lonely	feeling	manual_v2_suggest
meadow	nature	manual_v2_suggest
midnight	time	manual_v2_suggest
mug	object	manual_v2_suggest
nephew	family	manual_v2_suggest
niece	family	manual_v2_suggest
nostril	body	manual_v2_suggest
nursery	place	manual_v2_suggest
oatmeal	food	manual_v2_suggest
patience	concept	manual_v2_suggest
plumber	job	manual_v2_suggest
politely	manner	manual_v2_suggest
sandal	clothing	manual_v2_suggest
slingshot	toy	manual_v2_suggest
snore	other	manual_v2_suggest
sparkly	property	manual_v2_suggest
stepmother	family	manual_v2_suggest
strainer	tool	manual_v2_suggest
thunderstorm	weather	manual_v2_suggest
toaster	object	manual_v2_suggest
tongs	tool	manual_v2_suggest
vest	clothing	manual_v2_suggest
vine	plant	manual_v2_suggest
ankle	body	manual_v3_pro
applause	sound	manual_v3_pro
arch	object	manual_v3_pro
badge	object	manual_v3_pro
bald	property	manual_v3_pro
bamboo	plant	manual_v3_pro
bib	clothing	manual_v3_pro
bingo	game	manual_v3_pro
bison	animal	manual_v3_pro
bold	property	manual_v3_pro
booth	place	manual_v3_pro
boss	job	manual_v3_pro
brake	tool	manual_v3_pro
cabin	place	manual_v3_pro
cape	clothing	manual_v3_pro
cargo	object	manual_v3_pro
catalog	object	manual_v3_pro
cellar	place	manual_v3_pro
coast	nature	manual_v3_pro
coil	object	manual_v3_pro
cone	object	manual_v3_pro
cookbook	object	manual_v3_pro
cop	job	manual_v3_pro
coral	nature	manual_v3_pro
crow	animal	manual_v3_pro
curl	property	manual_v3_pro
deck	place	manual_v3_pro
den	place	manual_v3_pro
dew	weather	manual_v3_pro
dimple	body	manual_v3_pro
dive	action	manual_v3_pro
donkey	animal	manual_v3_pro
doughnut	food	manual_v3_pro
draft	concept	manual_v3_pro
drain	object	manual_v3_pro
drift	action	manual_v3_pro
drone	object	manual_v3_pro
drought	weather	manual_v3_pro
dune	nature	manual_v3_pro
eagle	animal	manual_v3_pro
echo	sound	manual_v3_pro
elbow	body	manual_v3_pro
emerald	material	manual_v3_pro
falcon	animal	manual_v3_pro
fist	body	manual_v3_pro
flare	object	manual_v3_pro
fleet	object	manual_v3_pro
flick	action	manual_v3_pro
font	object	manual_v3_pro
fool	name	manual_v3_pro
footprint	object	manual_v3_pro
forge	place	manual_v3_pro
gap	concept	manual_v3_pro
gaze	action	manual_v3_pro
goose	animal	manual_v3_pro
gown	clothing	manual_v3_pro
gram	quantity	manual_v3_pro
graph	object	manual_v3_pro
grid	object	manual_v3_pro
grip	action	manual_v3_pro
guard	job	manual_v3_pro
gulp	sound	manual_v3_pro
gut	body	manual_v3_pro
halo	object	manual_v3_pro
harp	tool	manual_v3_pro
haste	manner	manual_v3_pro
haven	place	manual_v3_pro
hawk	animal	manual_v3_pro
haze	weather	manual_v3_pro
herb	food	manual_v3_pro
herd	animal	manual_v3_pro
hinge	object	manual_v3_pro
hint	concept	manual_v3_pro
hive	object	manual_v3_pro
host	job	manual_v3_pro
hover	action	manual_v3_pro
hue	property	manual_v3_pro
hull	object	manual_v3_pro
iceberg	nature	manual_v3_pro
icon	object	manual_v3_pro
igloo	place	manual_v3_pro
inch	quantity	manual_v3_pro
indigo	property	manual_v3_pro
inn	place	manual_v3_pro
input	concept	manual_v3_pro
ivory	material	manual_v3_pro
jade	material	manual_v3_pro
jail	place	manual_v3_pro
jaw	body	manual_v3_pro
jet	object	manual_v3_pro
jewel	material	manual_v3_pro
junk	object	manual_v3_pro
kayak	object	manual_v3_pro
kin	family	manual_v3_pro
lagoon	nature	manual_v3_pro
lance	tool	manual_v3_pro
lane	place	manual_v3_pro
latch	object	manual_v3_pro
lawn	place	manual_v3_pro
leak	action	manual_v3_pro
leap	action	manual_v3_pro
legend	concept	manual_v3_pro
linen	material	manual_v3_pro
link	object	manual_v3_pro
lobby	place	manual_v3_pro
loft	place	manual_v3_pro
lounge	place	manual_v3_pro
lunar	nature	manual_v3_pro
madam	name	manual_v3_pro
magma	nature	manual_v3_pro
maker	job	manual_v3_pro
male	concept	manual_v3_pro
mansion	place	manual_v3_pro
maple	plant	manual_v3_pro
margin	object	manual_v3_pro
marine	nature	manual_v3_pro
mate	name	manual_v3_pro
mercy	concept	manual_v3_pro
merge	action	manual_v3_pro
mesh	object	manual_v3_pro
meteor	nature	manual_v3_pro
meter	quantity	manual_v3_pro
metro	object	manual_v3_pro
mew	sound	manual_v3_pro
mill	place	manual_v3_pro
miracle	concept	manual_v3_pro
mixer	tool	manual_v3_pro
moat	object	manual_v3_pro
mob	name	manual_v3_pro
moor	nature	manual_v3_pro
mute	property	manual_v3_pro
naive	property	manual_v3_pro
napkin	object	manual_v3_pro
noble	property	manual_v3_pro
node	object	manual_v3_pro
noun	concept	manual_v3_pro
nude	property	manual_v3_pro
nudge	action	manual_v3_pro
oak	plant	manual_v3_pro
odor	body	manual_v3_pro
omit	action	manual_v3_pro
orbit	nature	manual_v3_pro
organ	body	manual_v3_pro
orphan	name	manual_v3_pro
owl	animal	manual_v3_pro
paddle	tool	manual_v3_pro
panic	feeling	manual_v3_pro
papa	family	manual_v3_pro
parcel	object	manual_v3_pro
patch	object	manual_v3_pro
pause	action	manual_v3_pro
peer	name	manual_v3_pro
perfume	material	manual_v3_pro
permit	concept	manual_v3_pro
pillar	object	manual_v3_pro
pine	plant	manual_v3_pro
pioneer	name	manual_v3_pro
pirate	concept	manual_v3_pro
pixel	object	manual_v3_pro
plaza	place	manual_v3_pro
plot	concept	manual_v3_pro
poet	job	manual_v3_pro
poop	body	manual_v3_pro
pope	religion	manual_v3_pro
pork	food	manual_v3_pro
port	place	manual_v3_pro
prank	action	manual_v3_pro
prey	animal	manual_v3_pro
pride	feeling	manual_v3_pro
pub	place	manual_v3_pro
punch	action	manual_v3_pro
pure	property	manual_v3_pro
purse	object	manual_v3_pro
quake	action	manual_v3_pro
quest	concept	manual_v3_pro
queue	concept	manual_v3_pro
quiz	concept	manual_v3_pro
quote	concept	manual_v3_pro
raccoon	animal	manual_v3_pro
raft	object	manual_v3_pro
rage	feeling	manual_v3_pro
rail	object	manual_v3_pro
ranch	place	manual_v3_pro
range	concept	manual_v3_pro
rank	concept	manual_v3_pro
rat	animal	manual_v3_pro
rate	concept	manual_v3_pro
ratio	concept	manual_v3_pro
raven	animal	manual_v3_pro
rear	place	manual_v3_pro
rebel	name	manual_v3_pro
rent	concept	manual_v3_pro
rhyme	culture	manual_v3_pro
rib	body	manual_v3_pro
riddle	concept	manual_v3_pro
risk	concept	manual_v3_pro
ruby	material	manual_v3_pro
ruin	concept	manual_v3_pro
